maritime_area,registration_number,imo_number,ship_name,callsign,mmsi,shiptype,length,tonnage,tonnage_unit,materiel_onboard,atis_code,radio_license_status,date_first_license,date_inactivity_license
BR,909393W,,FLIPPER III,FGD2658,227320660,FISHING,14,40,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,02/07/2003,
CH,922517L,9157806,VICTOR-HUGO,FGD2660,227010940,PASSENGERS SHIP,34.44,387,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - UHF - VHF AERO - BALISE COSPAS S.  EPIRB - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,02/07/2003,
SB,B89352X,,MOR BIC,FGA9754,227546690,PLEASURE CRAFT,10,9,UMS,VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,24/04/2003,
CC,B89194A,,THRALL,FGA9760,227546740,PLEASURE CRAFT,10.1,,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,25/04/2003,
SM,B22281U,,ETOILE DU TREGOR,FGB2717,227525020,PLEASURE CRAFT,13.68,20.62,UMS,VHF ASN,,ACTIVE,21/01/2003,
SB,B40362X,,PAULICK,FGA9824,227741610,PLEASURE CRAFT,8,7,UMS,VHF ASN - VHF PORTATIVE,,INACTIVE,05/05/2003,22/12/2014
RI,924387U,9261918,CMA CGM FORT ST GEORGES,FQWZ,226321000,BULK,197,26210,UMS,VHF ASN - AIS - VHF PORTATIVE - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - SATELLITE FLEET - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,27/01/2003,
RI,924386T,9261906,CMA CGM FORT STE MARIE,FQXJ,226323000,BULK,197,26210,UMS,VHF ASN - AIS - VHF PORTATIVE - UHF - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD),,ACTIVE,27/01/2003,
MX,905647Z,,ANFIELD ROAD,FQXK,228166600,FISHING,15.98,93.43,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,27/01/2003,
MX,C16547L,,ARAGORN,FGD4541,227562340,PLEASURE CRAFT,10,9,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,04/03/2004,
LR,C18870L,,CAPELLA 8,FGD5466,227570560,PLEASURE CRAFT,12.64,,UMS,VHF ASN - AIS - RECEPTEUR NAVTEX,,ACTIVE,11/05/2004,
GV,898410H,,BROCELIANDE,FVLO,228184600,FISHING,18,82,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,17/10/2003,
BA,922668A,,GLORIEUSE IMMACULEE III,FMBK,228195800,FISHING,23.95,175,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,17/05/2004,
CN,C32549E,,PORT DE CAEN OUISTREHAM II,FGD6497,227579930,PLEASURE CRAFT,10,9,UMS,VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,13/07/2004,
MX,905655H,9268708,PONT AVEN,FNPN,228183600,PASSENGERS SHIP,182,39300,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - UHF - VHF - UHF - VHF AERO - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - SATELLITE FLEET - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,08/10/2003,
NA,916346D,,ATLANTIQUE,FMAO,228189900,BULK,43.41,374.85,TX,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,10/03/2004,
TL,C33470F,,MARCEL FOR EVER,FGD6542,227580230,PLEASURE CRAFT,6.5,4,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,20/07/2004,
CH,C21502X,,SIBELIUS IV,FGD6550,227580280,PLEASURE CRAFT,10.11,9.59,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,20/07/2004,
BR,925364F,,LOUARN,FGD6565,227580520,PASSENGERS SHIP,31.07,353,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,22/07/2004,
GV,922683S,,BOUGAINVILLE,FMAS,228190600,FISHING,23.96,150,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,18/03/2004,
VA,B88316W,,ANTINEA II,FGD4830,227278980,PLEASURE CRAFT,10.83,13,TX,VHF - AIS - VHF PORTATIVE,,ACTIVE,26/03/2004,
SB,C18497F,,PHYSALIS,FGD5766,227573170,PLEASURE CRAFT,10.11,9.59,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BALISE COSPAS SARSAT PLB,,ACTIVE,01/06/2004,
BX,904459H,9270842,VILLE DE BORDEAUX,FZCE,228084000,BULK,154.26,21528,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET 77 - LRIT - SSAS ARGOS - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/12/2003,
CN,C18656D,,MALUEL,FGD4883,227564770,PLEASURE CRAFT,10.11,9.59,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BALISE COSPAS SARSAT PLB,,ACTIVE,31/03/2004,
CC,899957P,,JIMORHAN,FGD5815,227573440,FISHING,16.98,51.77,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,03/06/2004,
MN,914709Z,,AUSTRAL,FZPF,228185800,FISHING,23,150.37,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,04/12/2003,
BR,925360B,,TIBIDY,FGD5859,227574020,PASSENGERS SHIP,35.4,380,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,07/05/2004,
RI,914219S,9269518,ARGONAUTE,FMAA,228186700,BULK,68.95,2087,UMS,VHF ASN - AIS - VHF PORTATIVE - UHF - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI C - SATELLITE FLEET - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,24/12/2003,
BR,C19199U,,FISSA,FGD5002,227169310,PLEASURE CRAFT,10.68,11.75,TX,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,13/04/2004,
##,NA001687F,,VAL D'ARMOR,FM3461,227559430,RIVER SHIP,24.9,423,UMS,VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),9 227 13 3461,ACTIVE,13/01/2004,
AY,894118T,,TAILLEFER 3,FGD5050,227566810,BULK,40,293,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,16/04/2004,
LO,C21030J,,JOANNA,FGD5080,227566870,PLEASURE CRAFT,10.11,,UMS,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,16/04/2004,
GV,907911K,,ETER-VAG,FGD3370,227321380,FISHING,11.4,13.94,UMS,VHF - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,20/08/2003,
RI,920022Z,,MARITE,FMBP,228197800,COMMERCIAL USE SHIP.,47,170,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,14/06/2004,
NA,920887P,,OCTANT,FGD3405,227011090,BULK,19.45,66.11,UMS,VHF - VHF ASN - AIS - RADAR 9 PAN (BANDE X),,ACTIVE,22/08/2003,
SN,916056N,,CROISIC,FMBC,228193700,BULK,30.3,334,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,22/04/2004,
SM,C16869L,,MITSUKO,FGD6190,227059170,PLEASURE CRAFT,10,12,UMS,VHF - AIS,,ACTIVE,21/06/2004,
GV,555524F,,BARA BRENN,FHBN,227915000,FISHING,23.48,139.39,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/03/1985,
LS,918513J,,ARUNDEL,FMDJ,228209700,FISHING,18.07,90.39,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,ACTIVE,13/01/2005,
RI,924659P,9299628,CMA CGM OTELLO,FMEJ,228353600,BULK,334,91000,UMS,VHF ASN - AIS - VHF PORTATIVE - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,12/04/2005,
RI,924660R,9299783,CMA CGM TOSCA,FMEL,228335900,BULK,334,91000,UMS,VHF ASN - AIS - VHF PORTATIVE - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - SATELLITE FLEET 77 - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,12/04/2005,
MX,C39717W,,CHEYENNE,FGE2026,227613780,PLEASURE CRAFT,9.6,,UMS,VHF ASN - AIS,,ACTIVE,02/06/2005,
PL,907929E,,TALARIANTE,FMCM,228203800,FISHING,24,172,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,02/09/2004,
SN,C50740C,,AUREMAT,FGE2072,227614440,PLEASURE CRAFT,10,9,UMS,VHF ASN - AIS - BALISE COSPAS S.  EPIRB,,ACTIVE,06/06/2005,
GV,898429D,,BARA PEMDEZ II,FMFF,226267000,FISHING,24.9,188.49,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,09/06/2005,
TL,C50114X,,JADE,FWBJ,228220800,PLEASURE CRAFT,15.24,,UMS,VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,13/06/2005,
BR,C36610U,,PETIT NUAGE,FGD7673,227588930,PLEASURE CRAFT,10.2,,UMS,VHF ASN - AIS - VHF PORTATIVE,,ACTIVE,29/09/2004,
BR,925355W,,GESOCRIBATE,FWBD,228210800,FISHING,10,14,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,03/03/2005,
##,NA001693F,,VAL D ARGOAT,FM3669,227598930,RIVER SHIP,24.9,435.67,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),9 227 13 3669,ACTIVE,03/03/2005,
LO,C38703U,,AMAZIGH,FGD7775,227589980,PLEASURE CRAFT,10.11,,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BALISE COSPAS SARSAT PLB,,ACTIVE,19/10/2004,
LO,924826W,,MARIETTE LE ROCH II,FMCT,228205800,FISHING,45.8,999,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,21/10/2004,
GV,898455G,,L'ESTRAN,FMDV,228211700,FISHING,22.8,181,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,10/03/2005,
BR,909449G,,MEN GLAS II,FWBE,228211900,FISHING,12.95,27.92,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X),,ACTIVE,14/03/2005,
LO,924816K,,ANNYTIA,FMET,228215700,FISHING,17.5,98,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,12/05/2005,
LO,924832C,,JEAN CLAUDE COULON II,FMCV,228206600,FISHING,45,900,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,21/10/2004,
MA,914246W,8423909,IXPLORER,FMDY,226266000,BULK,37.25,329,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,INACTIVE,17/03/2005,12/10/2016
LS,918520S,,RENAISSANCE II,FMEW,228216600,FISHING,18,92,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,16/05/2005,
BR,B46362U,,SEAWAY,FGD9762,227611670,PLEASURE CRAFT,11.8,14.73,UMS,VHF ASN - AIS,,ACTIVE,23/05/2005,
BR,925372P,,SAINT BERNARD,FGD9802,227611930,FISHING,10,8,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,25/05/2005,
BR,925365G,,ABEILLE BOURBON,FZTC,226263000,BULK,80,3200,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET 77 - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,02/12/2004,
SM,925496Z,,ETOILE MAGIQUE,FWBC,228207900,COMMERCIAL USE SHIP.,24.47,115,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - DIVERS,,INACTIVE,06/12/2004,02/03/2016
BR,925363E,,TREBERON,FGD8075,227592820,PASSENGERS SHIP,36,400,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,15/12/2004,
YE,919802K,9332004,PONT D'YEU,FGD9916,227612820,PASSENGERS SHIP,45.5,813,UMS,VHF ASN - AIS - VHF PORTATIVE - VHF AERO - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD),,ACTIVE,30/05/2005,
BR,925382A,,ARUN,FGD9919,227612860,PASSENGERS SHIP,35.4,380,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,30/05/2005,
RI,924632K,9269207,GLOBAL ENERGY,FMCK,226308000,BULK,219.88,48923,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,20/08/2004,
LR,924992B,9318632,ANDRE L,FMFE,228219600,BULK,85,2776,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,31/05/2005,
AY,C39769C,,ROYALE ATLANTIC,FGD8150,227593450,PLEASURE CRAFT,15,17,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 3 PAN (BANDE S),,ACTIVE,27/12/2004,
GV,898474C,,LA HOULE,FMID,228236600,FISHING,22.85,198,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/02/2006,
GV,898470Y,,LES CALANQUES,FMIE,228236700,FISHING,22.85,180.18,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI M - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,01/02/2006,
IO,900356Y,,L'INSOLITE,FMFP,228224900,FISHING,14.95,40.28,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,26/07/2005,
LS,C66454H,,VASCO DE GAMA,FGE4690,227643980,PLEASURE CRAFT,10.11,9.59,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,22/02/2006,
BR,925381Z,,LA LOUVE SNS 151,FGE3002,227624270,BULK,14,24,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,01/08/2005,
PP,B82446R,,BELOUGAS,FGE4782,329006070,PLEASURE CRAFT,10,12,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,INACTIVE,01/03/2006,20/02/2017
VA,911830V,,BANGOR,FGE4786,227644930,PASSENGERS SHIP,48,1226,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - VHF AERO - BALISE COSPAS S.  EPIRB - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,01/03/2006,
CC,898445W,,SANAGA II,FMIL,228238600,FISHING,14.9,39.13,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,07/03/2006,
CC,899961U,,LA SERVANE,FMHH,228231800,FISHING,15,99,TX,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,21/11/2005,
BR,925397S,,TERENEZ,FGE4002,227635210,PASSENGERS SHIP,35,380,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,22/11/2005,
GV,898467V,,AR LAERES,FMIM,228238700,FISHING,18.5,98.6,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X),,ACTIVE,07/03/2006,
LO,D10241G,,BLACK HAWK,FGE4873,227645860,PLEASURE CRAFT,10.11,,TX,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,10/03/2006,
SN,916066Z,,MOOREA,FMIT,228239900,FISHING,18.5,99,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,17/03/2006,
SN,916065Y,,QUENTIN GREGOIRE,FMIU,228240600,FISHING,18.5,98.82,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,17/03/2006,
SN,916075J,,MAILYS CHARLIE,FMIW,228240800,FISHING,20.7,117.6,UMS,VHF - VHF ASN - AIS - BALISE COSPAS S.  EPIRB - BLU - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X),,ACTIVE,17/03/2006,
BR,B60898U,,ODE,FGE4958,227647090,PLEASURE CRAFT,10,13,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,17/03/2006,
LO,924817L,,CARMALIA,FMFK,228222900,FISHING,18,98,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD),,ACTIVE,30/06/2005,
SN,916070D,,ZEPHYR,FMIX,228240900,FISHING,17.5,99,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SART (REPONDEUR RAD),,ACTIVE,22/03/2006,
SN,896405D,9357341,VB BRETAGNE,FMHX,228234700,BULK,32,389,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - LRIT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,26/12/2005,01/09/2016
DZ,829800G,,PENN SARDIN SNS 153,FGE4248,227638530,BULK,14.08,24.06,TX,VHF - VHF ASN - AIS - VHF PORTATIVE - RADAR 9 PAN (BANDE X),,ACTIVE,28/12/2005,
LS,918531D,,YOANN JORDAN,FGE5099,227648190,FISHING,11.2,13.51,UMS,VHF - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X) - DIVERS,,ACTIVE,27/03/2006,
RI,926343V,9306495,PROVALYS,FMJD,228337700,BULK,289.6,97741,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - UHF - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE MINI C - LRIT - SSAS INMARSAT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,30/03/2006,
SN,930199L,9357274,VB NANTES,FMIA,228234900,BULK,32,389,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU - SATELLITE STANDARD C - LRIT - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,INACTIVE,09/01/2006,01/09/2016
RI,924663U,9312963,D ARTAGNAN,FMGE,226273000,BULK,124,7973,UMS,VHF ASN - AIS - VHF PORTATIVE - VHF - UHF - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE MINI C - LRIT - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - RECEPTEUR NAVTEX,,ACTIVE,19/09/2005,
LR,C46477U,,DUMCAT,FGE3598,227630560,PLEASURE CRAFT,10,15,UMS,VHF ASN,,INACTIVE,19/09/2005,09/10/2012
BR,925357Y,,ARCHANGE,FGE5269,227650230,FISHING,10,12,UMS,VHF - VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB,,ACTIVE,11/04/2006,
LO,924814H,,PASIPHAE 2,FMFN,228224800,FISHING,14,40,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,19/07/2005,
GV,898456H,,LE JUSANT,FMGI,228228800,FISHING,22,181,UMS,VHF - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - RADAR 9 PAN (BANDE X) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX - DIVERS,,ACTIVE,27/09/2005,
SB,898476E,,MONZA,FGE8103,227678480,FISHING,11.7,20.31,UMS,VHF - VHF ASN - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - RADAR 9 PAN (BANDE X),,ACTIVE,04/09/2006,
RI,924626D,9333802,CHANTACO,FMLM,228330700,BULK,143,11000,UMS,VHF ASN - AIS - VHF PORTATIVE - BALISE COSPAS S.  EPIRB - BLU ASN - SATELLITE STANDARD C - SATELLITE FLEET - RADAR 9 PAN (BANDE X) - RADAR 3 PAN (BANDE S) - SART (REPONDEUR RAD) - RECEPTEUR NAVTEX,,ACTIVE,14/12/2006,
